================================================================================
未归类药物清单
================================================================================

Health 组未归类药物（按使用频率排序）:
================================================================================

   1. 	                                                  (使用 1,760,637 次)
1298. 氨甲环酸注射液(第一)	                                       (使用 132 次)
1299. 硫培非格司亭(艾多)	                                        (使用 132 次)
1300. 伏立康唑(威凡)	                                          (使用 132 次)
1301. 炒稻芽(炒谷芽)	                                          (使用 132 次)
1302. 若思本	                                               (使用 131 次)
1303. 丁丙诺啡透皮贴剂	                                          (使用 131 次)
1304. 低钙腹膜透析液	                                           (使用 130 次)
1305. marevan	                                           (使用 130 次)
1306. 缩宫素注射液	                                            (使用 129 次)
1307. 福善美	                                               (使用 128 次)
